id,text_,rating
3455,"Very well made monitor. I am using 2 of these in portrait mode in a 4 monitor setup for development. 2x 27&#34; portrait monitors are AWESOME for coding in any IDE such as Visual Studio, Netbeans, etc. These most definitely live up to the Asus name in regards to performance and quality.",5
3456,"Great monitor for my new Mac mini, bought on a great sale discount. I don't game but the quality of videos, etc. is wonderful. Samsung makes top quality products.",5
3457,"Love these monitors i actually bought this same one at Sams club for only 269.99 no shipping these prices on here little over board, but besides that great monitor i have 3 of them and love them so much picture is perfect very light and slim.",5
3458,"Purchased 6 of these for work; returning two due to hardware failure. Flickering, blinking on and off, and eventually failing, two of the 6 displays were not usable. Too bad; I guess you get what you pay for.<br /><br />Update: Knocking down to one star. Of the 6 purchased, 3 failed (flickering issue), Amazon sent 3 replacements. Two of the replacements failed with same issue. Had to kind of battle Amazon to get a replacement instead of a refund (What good does a refund do when I have a 32&#34; paperweight on my desk?), but they did send a replacement. The replacement arrived with the SAME issue. I can't believe this. I have spent more time at work remediating this situation than I have actually accomplishing my work.<br /><br />I don't usually do this, but this product is definitely sub-par. Some hardware flaw somewhere exists, and I just can't seem to get one of the lucky ones I guess. Very frustrating.",1
3459,Colors look washed out compared to the VG24 The mount brackets make it sit low on my desk. It's litterally two inches off from my other monitors.,1
3460,"Supposedly a great product.  It was great while it lasted.  While gaming, a popping sound occurred and screen became pixelated.  They accused me of mishandling it so refused to cover under warranty.  Truthfully, it happened spontaneously.  They did offer me a refurbished one at a discount.  One wonders why they have so many refurbished units available to sell... Skip the aggravation and  buy from a company that's stands by their products.",1
3461,Working two months and  dead. try to get fix,1
3462,"Why a One Star Rating on a monitor that is pretty awesome? Well first, the included monitor stand is wobbly, you're going to need to VESA mount this monitor otherwise when you bump the table slightly the monitor's going to do the wave.<br /><br />But LORD HELP ME the ASUS Customer Service was GARBAGE.<br /><br />Long story short, upon screwing the VESA mount into the back panel of the monitor, the internal metal plates that hold the VESA mount broke and are now dangling loose inside the monitor. And no, there' s no user or physical damage, it was a strait defect. It happens, no big deal. So I thought. ASUS is a huge name, with a great warranty. So I thought.<br /><br />First, ASUS was adamant about charging me, saying it'd be up to some random tech to decide if I'd be charged or not and there was nothing I can do. I get the clause to cover themselves just in case I sent in a completely busted monitor, but I explained the situation and they really didn't care. And they're rude AF. Like all of the 7 or so people I talked to . They just didn't give a ****.<br /><br />First call,  I couldn't talk to a manager because it was a holiday weekend (understandable). Then when I called back this morning (call # 2), they couldn't process the RMA because of a &#34;software update&#34; but promised to call back and they'd handle it.Took down all my info, explained terms, everything.  Then at Call # 3,  at 3rd level escalation,  they said they &#34;Didn't have stock, but I could send it in for repair and wait for it to be shipped back to me&#34;. This is after being promised they'd send me an RMA replacement first, and then I'd ship the old one back. Side note, they refused to accept the monitor in the original package (why?!? That's the safest way to send it back) , and they refused to reimburse any type of packaging materials that would be needed to, I don't know, send a computer monitor through the mail safely. Crazy, right? Let me just go to UPS and buy $20 worth of padding to send it back , just to have ASUS say &#34;O you broke it, give me money&#34;.<br /><br />Did they have a system where they could add my case, and when a replacement was available, then they'd send it? You know, like a wait list or queue that every major company has ? NOPE. They literally advised me to check in a couple times a day to &#34;see if they had it in stock&#34; .<br /><br />The tier 3 escalations manager went so far as to say &#34; well whatever amazon has on their site is probably wrong, this product isn't eligible for Advanced RMA replacement&#34;.<br /><br />I purchased 3 of these monitors, and they were a great buy. But god help you if you try to call ASUS customer service.<br /><br />But I do want to say that Amazon cleared this up in like under 5 minutes. Keep in mind the average wait time for ASUS was over 40 minutes.. and I had to call multiple times.<br /><br />Thank you Amazon. As always, you're amazing, and I won't purchase anywhere else. Screw you ASUS. At this price range, get yourself a monitor that has DisplayPort In & Out (so you don't have 3 usb-c adapters connected to my MacBook Pro like I do ) and that doesn't wobble on the included stand. Seriously.<br /><br />You can see in the included photos how the screw slot looks on my other 2 working monitors, and how the metal hinge fell out and is now hanging loosely by the air vent.<br /><br />I get manufacturing defects happen, it's cool, I wanted to work with ASUS and not be a pain in the butt. But after that customer service experience, I'm shopping else where and you should do the same.",1
3463,"I was looking for a 2560x1440 monitor that wouldn't break the bank, this monitor satisfies those requirements perfectly.  Picture quality is great and accepts two Displayport inputs (I use both of them).  I play several games on it that look great to me.  The only negatives are that 1) there is no up/down screen position adjustment, and 2) the stand is not real rigid, the monitor will flex a bit when pushing the control buttons.  Minor beefs, though, this is a 27 inch, 2560x1440 monitor at a great price!",5
3464,Worth every penny.  Life just got a lot easier!,5
3465,I work for home but I get tired of sitting in the same area. I needed dual monitor where I can sit anyway in the my home. This monitor is great and it’s definitely worth the price. Installing was easy (used USB-C) and it connected right away. It does make your laptop slightly heavy but not bad; I can still hold it in one hand. Highly recommend,5
3466,looks good,5
3467,"wow, what a difference this upgrade made, i can finally read the screen, lol has a hdmi cable and a standard vga, my computer does not have a grafics card with a hdmi port, no worries, it works without it as well, just using the standard vga connector alone is a 100% upgrade for me. so crisp so clear and the settings are out of this world. so sharp.",5
3468,"Great monitor for gaming. Although I found a dead pixel already out of the box, it’s not a deal breaker. Screen is BRIGHT! I had to set it to auto adjust.  This will make you a little more accurate on FPS but won’t make you good...  Also you need a compatible video card to reach the 185hz (I got a gtx 1080 ti)<br /><br />It’s only been a week let’s see if it will last.",5
3469,"I've used this monitor continuously for over a month, and I'm delighted with it.  Brilliant, sharp display, and plenty of 'real estate' for my spreadsheets and video editing work.",5
3470,Love it.,5
3471,Excelente producto,5
3472,Terrible washed out color!  Sound is unbearable! Would give it 0 stars if possible. Returned it immediately.,1
3473,mono speakers only and no lightning to mini-hdmi adapter included. too pricey for what you get.,4
3474,"This monitor was extremely easy to set up and looks extremely sleek on the desk where it sits with one of the slimmest bezels I've ever seen on a display. The picture is superb using a PlayStation 4 with HDMI. An external speaker is connected with an auxiliary connection for sound. I prefer that the monitor does not have built in speakers. Usually speakers that are built into monitors sound poor compared to dedicated speakers, so I was pleased that you can hook up external speakers to this monitor. I got this as a gift and the recipient is very happy and I'm very happy with it.",5
3475,"Love my new monitor, very clear. Would recommend if you need that second monitor to your laptop.",5
3476,Very nice screen.,5
3477,"I have always enjoyed my Dell flat-screens and felt they were a grade above the alternatives in build quality.  As an IT professional I get hands on with many others and have not seen or used one that I preferred to my Dell.<br /><br />However, my Dell monitors have always been purchased by my employer, at significant expense.<br /><br />So when I needed a monitor due to taking a new job I went to work trying to find one that I would be happy with.  When I came across this one I was very happy to see that there was an option to have another Dell that would meet my needs, that I could afford.  I was very tempted to step up and buy the more expensive model to get the claimed color accuracy but am satisfied that I did not.<br /><br />After using this monitor for a month, I am very satisfied with it.  The screen is definitely larger than the one I was using before, I thought it was a 24 as well but perhaps not.  I am very happy that it is 1920x1200.  It pairs perfectly with my Dell 2007FP which is 1600x1200.  The 1680x1050 I was using before always annoyed me that it was larger but with lower resolution, I never understood that trend in the industry.  This monitor is notably brighter and whiter than the Dell2007FP it sits next too.  Out of the box I had to reduce the brightness, it was just too much.<br /><br />In summary I will say unless you are a professional in need of perfect color matching, I cannot see a reason that you would be disappointed with this monitor.",5
3478,"The color is great on this monitor and the display is sharp.  The size fits my computer desk.  I did not give a 5 star rating because the Quick Start setup instructions did not have sufficient information, and I had to download the manual.  The monitor display did not come on until I started playing with the JOG Button, and discovered the Display Port had to be changed to HDMI1 (which is the port I used on my computer).",4
3479,Works as advertised. Everything looks great including movies. Keep in mind unless you are watching crazy ratio films above 16:9 you won't have the entire screen filled. Unless you're an idiot I'm sure you know this.,5
3480,"I recently acquired a MacBook Pro with Retina display. I am also a photographer and would like to be able to edit images in Lightroom or Photoshop on the go. The screen on the Mac looked great to me but I knew for maximum accuracy I needed to profile the screen to match the standards that would be the same as the labs used. The X-Rite i1 Display Studio was an affordable option and X-Rite has been the industry leader in color accuracy for decades.<br /><br />The set up was easy and the profiling was a snap. In less than 30 minutes I had profiled my MacBook. I highly suggest watching the videos on the landing page if you are not familiar with the process of profiling a monitor.<br /><br />When I compared the before and after images I immediately noticed a subtle reduction in contrast. I thought to myself I will lose the “snap” I like to see in my images. After looking through my images in Lightroom what I was amazed to see is all the subtle tones I was missing before profiling. Even the screen saver images look much better now. I can edit with confidence and not over or under correct based on an inaccurate display.<br /><br />X-Rite has created a user friendly, affordable profiling system that is a great tool for pros and serious hobbyists as well. I am very happy.",5
3481,"Boy did i underestimate the monitor's size. I changed from a 27&#34; monitor to this beast.<br />Pros:<br />Great size with just perfect curvature<br />Good color calibration out of the box<br />The OSD does need some getting used to but it does its job just fine<br /><br />Cons:<br />The speakers sound awful with any content that has strong bass even at mid-volume, but otherwise are okay<br />I've got some back-light bleed across the bottom chin and at the lower corners; they aren't terrible but are quite noticeable.",4
3482,Worth the money,5
3483,"I PURCHASED THIS PRODUCT IN EARLY JULY, IT SHOWED AT THE END OF JULY AND BY THE END OF SEPTEMBER IT STARTED FLASHING THE DISPLAY IN RAPID PATTERNS BUT WOULD EVENTUALLY STOP. NOW IN EARLY OCTOBER ON SCREEN WILL NOT TURN ON ANYMORE AND THERE SEEMS TO BE NO ONE WILLING TO HELP REMEDY THIS SITUATION.<br /><br />I WOULD NOT PURCHASE THIS PRODUCT FOR LACK OF SUPPORT AFTER THEY HAVE YOUR CASH, THEY ARE DONE AND AMAZON WILL DO NOTHING ABOUT THIS ISSUE. SIMPLY A HIGH-TECH SCREW JOB",3
3484,Everything is good but at the top right of my monitor is sticking out a little,4
3485,"The monitor is very sleek, lightweight and works well! Look forward to using it while ""on-the-go"".",5
3486,"Hubby loves it! Though, quality is so good, he is now looking to upgrade his video card to push it's capabilities to the max.<br /><br />He gave me a list of links, this one was budget friendly and got good reviews. He is not disappointed!",5
3487,I LOVE this monitor. Great picture and quality. I can't get over how thin the screen is. ❤️,5
3488,"Not all portable monitors have vesa mounting holes. Which was important for us when setting up a home office. It’s super light and easy to plug in to a laptop real quick. Text is crisp and the screen is pretty bright. Seems durable, and I put it in a old laptop case when I’m moving it around. Overall I am pretty happy with it.",5
3489,"It's not amazing, but for the price it's fantastic.",4
3490,I'm happy with the purchase and 'am enjoying. Keep up the good show. I would definitely recommend this to all my friends.,5
3491,"For the price, the ability to tone in the accuracy of the chrominance and luminance is very disappointing.<br /><br />I've spent a lot of time trying my best to go through all the settings to produce accurate colors for photo and video editing but it is just not possible.<br /><br />So if you're looking for a gaming monitor, this one will do the trick. If you're looking for a video or photo editing monitor, I suggest you move on.",3
3492,"I love this monitors, bought two for my computer room.",5
3493,Great picture quality and easy to set up. Love it!,5
3494,there's already a dead pixel. it's alright but I can for see issues in the future.,3
3495,Works great!! Easy set up!!,5
3496,"i figured i might just setup dual displays, and this monitor seems perfect for my needs.<br />have had the current one for years, works like new.",5
3497,"Great for gaming.. Honestly, was prepared to spend twice the amount I did. But didn't need to. Strong buy.",5
3498,Really like it except for the one button does all. Hard to get used to. Others may like it but I don't,4
3499,I got my screen as a 3rd screen to work with my iMac 2017 model and it works great!,5
3500,For school ! It’s great! HP box and everything . Wrapped tight . Well packaged.,5
3501,Good!,5
3502,"I liked ths so much we ordered another for office mate. Seems fine, quick load boot up. The on-screen buttons are hard to see (shiney frame with black on black), but these usually on get used a few times. Like the 2 HDMI inputs and VGA. Have not tested 2nd HDMI, but My HDMI works well. And his VGA connection works well with Mac.",4
3503,Came with screen protector which is good. Good screen viewing quality also. Overall worked as intended but after about a month now it randomly shuts off.,3
3504,"Sound does not not work with a windows 7 pc. Tech support was unable to resolve the sound for the monitor speakers, they finally cart you off with the remark, the monitor is not compatible with your computer system. What in the world?!!!, a 5 dollar speaker system works without a hitch and an expensive monitor speaker refuses to work.",1
3505,"Amazingly clear graphics, I can notice the difference between my prior monitor which was good but not 4K.",5
3506,"Good picture, view angle can cause everything to appear washed out, but the base does have adjustable angle.  Attaching the monitor to the base requires serious force (enough that you will be worried you're not doing it right or might break something, before it slides into place).  The tilt on the monitor is also very stiff, but once you realize it has a tilt, adjusting it is easy, no screws to tighten involved.",4
3507,Does what it does... and it works!,4
3508,It works perfect and the quality was better than I expected.,5
3509,Great gaming monitor honestly I couldn't have asked for more on a monitor the picture and display are amazing.,5
3510,so far good,5
3511,"Everything looks so clear on this monitor, so glad i upgraded.",5
3512,I love the Asus Monitor but the HDR & Volume could be a lil better than what it is,5
3513,Didn't work from the jump can't review it simply because it doesn't work as a monitor at all continuously shutting itself off and that's it running default everything when I tried to change the settings it shut itself off more frequently every video I've watched this isn't an issue so guessing they just sent me a product that not only took 3 days longer then it said it would it also doesn't work,1
3514,"There's not much to say about this monitor other than it's basically perfect in all aspects except for maybe the stand. At this price point it's hard to complain about a 144hz IPS monitor that's bright and vibrant and color accurate out of the box. 144hz is definitely a game changer from the 60hz monitor that I was using for the better part of the last decade. The stand doesn't have height adjust of swivel but for my I didn't need any of those features so it was fine for my use case. If you're looking for a better stand then look elsewhere or look at the version of this monitor that has the better stand for a bit more money. OR buy a vesa mount for it. That works too. Other than that, BUY THIS MONITOR NOW!",5
3515,"Exactly what I needed for working while traveling! It is super lightweight. The screen quality is not the best but is just fine for working, browsing the web and watching videos that you don’t need hi-def resolution to enjoy and are not too picky. I like that it does not need it’s own power cord and once you download the driver it is very easy to connect and use. It comes with a pouch that you can carry it in and prop the monitor up with. It is not the sturdiest way of holding it up but it has never fallen when in the landscape position, I don’t think it would support it in the portrait display. You can attach a tripod if you want. I did not get it to auto switch the portrait and landscape mode but that does not really matter to me. Overall I would recommend it.",4
3516,"This monitor has been my saving grace while I’ve been working from home. I have a large external monitor in my office that I’ve been missing—it’s been difficult to get things done on one laptop screen. I knew I wanted a second monitor for work at home, but didn’t necessarily need the same large size. I wanted to be able to travel with it (assuming/hoping we can travel sometime soon!) and not worry about too much setup or wiring. This screen has done it. The picture quality is clear, setup was easy, and it gets the job done. Easy enough to plug in every day and it starts up quickly. I’ve even used it with my personal laptop for Netflix on the weekends and that’s been great, too!<br />My only complaints are that the stand was a little hard to figure out at first and that it’s not a touch screen. The pen and description made me think it was (I should’ve paid more attention to the reviews), but the pen is truly just a pen—somehow it’s supposed to help with the stand, but I haven’t used it.",5
3517,I bought this for one of the guys at our company. He was used to a 17&#34; and he says this have really changed his ability to get work done without eye strain. He says that it has kept him from having headaches now and we have weekly webcam skype calls and the webcam works great.,5
3518,I cannot get it to link with my computer. It lights up but nothing happens.,1
3519,Ive been waiting 2 months to buy this monitor. I finally pulled the trigger...wow i am so amazed!!!! I highly recomend this monitor!!!!!<br /><br />Pros:<br />-amazing 1440p resolution. The picture is so so crisp.<br />-the quality the monitor is made of is fantastic!!! Its metal and just feels great and looks great.<br />-the built in speakers are actually pretty good. Much better then i expected.<br />- gaming on this monitor in 1440p is just amazing!!!!!<br />Cons:<br />-it might need a little tweaking with color/gamma settings. But still looks amazing.,5
3520,Love the quality of the picture for gaming! Nice size and adjustable up and down and tilts.,5
3521,Didnt realize it was a refurb but no regrets good bang for your buck on a 32 inch,5
3522,"This is a nice small set we use in the dining/kitchen area. It has a great picture, easy to set up and is as they say razor thin.",5
3523,The monitor arrived sooner than promised and was in excellent condition.  It is being used in an office situation with multiple other monitors.  The quality is excellent.,5
3524,Very nice 👍👍👍,5
3525,Researched quite a bit to pair with my macbook. Glad i chose this. Easy to set up and adjust. Required a bit of adjustments to get the brightness and colors to my liking but is compatible with mac. I dont game so this review is strictly for remote working as a 2nd monitor for my mac. Great bang for the buck.,5
3526,"We purchased this monitor several months ago, and so far no problems.  My only complaint is that the stand is not tiltable.  It would have been better to be able to tilt back a bit.  I also had to raise the height some, because it seem to be too low.  I had an older monitor that was more square than this one, and it took some time getting used to the different size.  Overall, I'm pleased with my purchase, and I would probably buy again.",4
3527,"Absolutely wonderful monitor, and I have ordered six of them in the last few years.  But terrible support unless you buy directly from the manufacturer.<br /><br />However getting warranty service on Dell monitors that are not purchased directly from them is a terrible and nearly impossible process.  I am still working with Dell to try to get warranty service on my monitor I bought from Amazon at the beginning of this year.  I cannot recommend Amazon for Dell hardware purchases.",1
3528,It doesn't fully support the Xbox One X graphics.,4
3529,Monitor was fine. Delivery guy was worried about leaving item cause Amazon now ships in original box NOT GOOD AT ALL,5
3530,"Really bright, very crisp, and suuuuper light.  Great for travelling on the road to client sites.  My onnly complaint is the case it comes with is a bit thin, so i bought a Case Logic basic 16 inch laptop sleeve to help protect it.  Just be weary this will eat up your battery from your laptop.",5
3531,good price decent monitor,5
3532,Great product,5
3533,"This is a pretty good monitor, but the contrast rate is not as good - some light leaked at the bottom, and at night you will see very light shades of grey/magenta when the screen is displaying solid black. Also wish it had HDMI direct input. The built in speakers are useless - generated a buzz when I plug in my laptop. Also useless VGA input - the images is not stable and shows flickering @60Hz refresh (the max my laptop will go). Make sure you pick up a HDMI to DVI cable if you plan on using this monitor with your laptop. No HDMI on your laptop? Forget about this monitor!",4
3534,"This kit was missing a few pieces.  Like a couple of nuts, double sided tape, and instructions.  I know there is an assembly video, but printed instructions would have been a whole lot easier to follow.  Another issue was nothing was labeled like in the video.  All the stand-offs, nuts, screws, and stand arms, wherein a single bag.",1
3535,beautiful color...  I was impressed.. I use photoshop a lot and it is perfect!,5
3536,"As the other users have commented, the sticky residual left after removing the marketing band is really annoying.<br /><br />Also, the speak volume is way too low, and useful only if you work in a cubicle and doesn't want anyone else to know that you are listening to music. Maybe we shouldn't expect too much from a 2W speaker, but HP also shouldn't advertise on its product webpage that we will ""Enjoy quality listening with the integrated 2-watt HP Power Sound speakers""<br /><br />Expect these, this monitor is a value bargain.",3
3537,Nice monitor and a good value for the price.  I see no reason to pay more,5
3538,so happy purchased this before having to work from home!,5
3539,"This is a great travel and accessory Monitor with a great combination of features. Love also that it's a touch screen.<br /><br />Right now this is connected as the 3rd external monitor on my Mac Book Pro and working great with it.  It worked powered from the Mac and as they note - runs a bit brighter with external power. As they note, if the external power is enough it can power and charge the MAC through the monitor.<br /><br />My main application is not work but my Linux, Raspberry PI, and IOT workbench. This is the main monitor for that bench - and for me particularly important as it can be challenging to get Pi and IOT up headless without a monitor. So this is a key enabler for me for that, to work on that, say, downstairs (semi-socially with family), and also travel when I'd be stuck without ability to work on most projects.<br /><br />The Linux/Raspberry Pi/IOT also benefit greatly from the hdmi input and the IOT port as HDMI is classic video out or these (and many laptops also). So hdmi in for video and OTG gets the touch input as a mouse into the RPI/Laptop/etc.<br /><br />Pro: Handsome sturdy case with built in several stops for angle<br />Pro: Touchscreen - hard to find at this price point!<br />Pro: USB-C Power delivery, pass through, video, touch (non MAC), etc.<br />Pro: HDMI and OTG alternate input, USB-hub, Touch out<br />Pro: Nice and bright<br /><br />Sound is quite acceptable and comparable to monitors in this price range. Lacks a tad of bass. Satisfactorily loud.<br /><br />Perhaps a tad thick? But not too much so. Adds to rigidity. About as thick, including the very nice case, as my MacBook Pro closed.",5
3540,"Very fast delivery!  Easy, easy, easy set up in terms of getting the monitor out of the box, plugged in and on.<br /><br />That's when it got dicey.  The color was impossible to adjust.  BLINDINGLY BRIGHT BLUE tint on  text or white background pages.  Video and darker pages were really muddy.  After an hour or more of going through the entire range of (limited) user adjustment combinations, I swapped out the video cable that came with the monitor and used one of mine.  Things immediately got better.<br /><br />Even so, it took another hour to find the exact settings that didn't blind me with the white background pages or totally obscure darker pages and videos.<br /><br />I've found settings that are OK for casual use but will make anyone crazy who is looking for any shred of color fidelity.  Refresh rate is a bit slow.  Fine for most viewing but way too slow for gaming or lengthy viewing of high motion activity.<br /><br />This is a ""You get what you pay for"" situation.  Not the cheapest monitor in the world, but it does have a sound bar option. It's lightweight, fully adjustable in terms of height and tilt, supports legacy VGA and Displayport which makes it suitable for business or home office use.  No HDMI which could be an issue for consumer use.<br /><br />I was in the middle of a big project for work when my home office monitor died a sudden and horrid death.  The fast delivery, the tolerable performance and the low cost mean that I won't return it.  After all, the monitor did get me back to work.  On the other hand, I'm not likely to buy another one or recommend it.<br /><br />9-11-14 Update.  When I finally got a Displayport cable (multiple cables came in the box but not a Displayport - go figure), the color issues were resolved.  So, I.ve raised my rating to 4 stars and, yes, I would recommend this monitor.  The color gamut caveats cited by other reviewers reply, but the color is good enough for text, Web surfing and watching videos.",4
3541,Screen went bad after 10 months. Have been unable to work with Amazon to return despite purchasing 2-year warrantee.,2
3542,Bought new missing whole stand,1
3543,"Nice looking monitor, good picture quality. The stand leaves something to be desired, but this is a terrific monitor overall for the price.",4
3544,"The monitor looks great and when it was working correctly, I liked it a lot! Sadly I did buy a used one that said it only had cosmetic damage to the bevel, but in reality the damage was deeper and none of the buttons worked, so I could not change any settings or even power the monitor off correctly.<br /><br />An easy return, but I ended up buying another model at a local store because I needed something ASAP. A new model would probably be a 4 or 5 star, but I’m only reviewing the item I received.",3
3545,"I have the 21.5 Inch in black and I love it. Looks sleek and pro running on my mac mini in my studio. Seriously for the price, it's a kickass monitor and I highly recommend.",5
3546,"Whenever I get tired of sitting in my home office, I go to a coworking space or coffee shop with this monitor and it's awesome. The picture quality is great, it's super portable, and the screen is huge. I almost forget I'm not sitting in front of my giant LG screen at home!<br /><br />Would definitely recommend.",5
3547,"This monitor measures 14 1/2 inches wide, 8 7/8 inches tall, and 3/8 inch thick. It weights 2 1/2 lbs. This monitor comes with a magnetic cover/case/stand that is similar to ones that I have seen with iPads. It utilizes the magnetics of the cover to set the monitor up as an angled stand. It works quite well, saving weight in having a built in or separate stand. It is dual functioning. The matte screen is quite clear when I used it with the USB-C male connector on both ends. This allows connectivity without having to use a wall plug or other power source. There is a trackwheel on the side that controls volume as well as selections on the menu. There are two USB-C female outlets on the other side, as well as mini HDMI. There is a USB-C cable with the males on both ends, a cable with standard HDMI on one end, and mini HDMI on the other. There is a wall adapter with regular USB outlet, and a cable with regular USB on on end and USB-C on the other. The kit comes pretty much complete with cables and adapters that are needed. This monitor also has a speaker on each side. I wouldn’t call it high performance sound by any stretch, but it had much more treble than my muffled speakers on my laptop, so it’s adequate. All things considered, this reasonably light, thin, sleek monitor .<br /><br />This monitor is Made in China and being sold by a Chinese company on Amazon.  At the current price of 200 bucks, it's over twice the price it should be.",4
3548,"Purchases to replace an HP dock. It connected immediately, has a high quality power supply that doesn’t hum, and it’s small and attractive. So far works fantastic. Using with 2 different MBPs and a 43 inch Dell monitor.",5
3549,"Great for the price. The only thing is I'm using it in conjunction with my Mac Retina, so the screen isn't as clear as I'm used to, but it still works great!",4
3550,This is the perfect monitor for using a split screen.  My eyes stink after 30 years of staring at a computer monitor fore about 30 years at my job.  However this monitor is so substantial and clear I have no problems at all!  Great purchase!,5
3551,"After receaving the trio max, i installed it on a asus windows 10 computer. I only have a usb A port as this is an order asus computer. I am getting a intermittent reset of the monitor with a message  HDCP disabled and  when resetting, it loses my screen and moves my window back to the main screen. There is no customer service  phone number to call for help. I tried this on another computer and have the same issue. I spoke with Sidetrak whom also sells there version of the same extra monitor. They called me within 1 min ofme leaving them a message. I am going to return the Trio Max and order the Sidetrak swivel. At least they will give me support when i need it.",1
3552,Awesome monitor.,5
3553,"Very nice monitor for the price. Gamers and HDTV fans look elswhere although I saw no ghosting on a dvd I popped in. For cruisng the net, email, spreadsheet, word docs, etc, this monitor looks great especially considering the price.",4
3554,"This is not the kind of professional monitor that a photographer or a serious graphic designer would use. If that's your bag, get one of those 23"" Apple Cinema displays for $900. For anything short of that kind of exacting color control, this monitor is nearly perfect. It's bright, glossy and gorgeous. However, when the screen is dark, you can see a dark band near the top of the screen. Additionally, the monitor isn't nearly as vertically adjustable as I'd hoped it would be. I'm used to monitors that can slide up high enough that I don't have to look down at all. With this monitor, I had to buy a surge protector/monitor platform in order to elevate the monitor to a comfortable level.<br /><br />That said, this is the best monitor in its price range. I've already ordered a second one in order to take advantage of the dual-monitor capabilities of my video card.",4
3555,"Clear and crisp, and for me, a good alternative to dual monitors.  I really like the fully adjustable base.",5
3556,"Bought this monitor to take with me on trips for work.  I'm a freelance video producer. I was looking for a small lightweight solution to setup in hotel rooms when I travel, to give me a little more real estate for editing videos with my laptop.<br /><br />It has a super clean modern look and very small bezel. Color accuracy isnt perfect but the menu made tweaking the settings fairly simple. Had to pull down the red and green tones slightly. Overall I'm very happy with how this monitor's colors look.<br /><br />For the money you can't beat it.",4
3557,"I am using this monitor for security camera's. For the price, it does the job.",5
3558,I wish it was easier to take the different parts on the go but the screen quality is great!,5
3559,"My Kids are big fan of Nitendo Switch. They bring it outside to play with friends sometimes. Small size of screen is always concern, so started to look at portable display without even I don't have power outlet.<br />This monitor works greatly!. It can be operated with power bank (5V/2A) and even I don't need dock for connection. Only usb-c to usb-c (included in package) works well!<br />I tried to laptops with hdmi and usb-c and usb-a cables (all included!) and they runs very well.<br />So far , it is very satisfied. Will see how much it would be durable.",5
3560,"Cant beat the price, so long as your not completely unreasonable in your expectations. You will be happy with this monitor.",4
3561,"I purchased this for my home office as a second screen for my MacbookPro. Having a second screen helps me be more productive as it's easier to follow spreadsheets and reports. The monitor is also compatible with my Iphone and several connecting cables included. The slim and light design makes it super portable and easy to connect to multiple devices. Oh, and it has speakers.",5
3562,"Even older games look stunning. Easy setup, great build quality, understandable controls both on the monitor itself and the software controls. The only thing that should hold you back is a GPU robust enough to take advantage or money.",5
3563,"The monitor is pretty thin and it isn't too big/small, it's a perfect size for any desk! The graphics and pixels on the screen aren't that HD. Nevertheless it does it's job and is pretty good for anyone looking for a decent gaming monitor for a good price!!",4
3564,Shows detailed clear great gaming screen,5
3565,"Amazing picture, excellent quality, perfect for gaming.",5
3566,"This is the most unintuitive device I have ever purchased. So I got this because I needed it for programming. I followed the instructions to the pin/dot, I was installing it on my Mac OS 10.15 Catalina. Well it worked that night ALONE.<br /><br />I needed it the next morning for work, the screen comes on for 3secs and goes dark immediately. I was bummed.<br /><br />So, I installed everything I had installed, re-installed it all and it still didn’t work. So I called Amazon tech support, he couldn’t help. So he sent me a replacement.  When I got the replacement, the same issue continued to occur. I knew that not only was the product not tested enough before it was released, they do not have a customer service 1800 number you can reach out to to help you troubleshoot the issue, they have a contact us email though, in 2020?<br /><br />Is it that they intentionally do not have a 1800 number because they are aware of the overly expensive and defective product they released into the market? I am surprised amazon let a product with so much complaint and a non tech support number fly.<br /><br />Anyways, not only would I be returning the first one, I ll be returning the replacement too. Such a waste of time and energy for an overpriced product made with cheap plastic that looks like it’ll break anytime. I means this cost $220, it should not be listed for more than a $100.<br /><br />The headache associated with it is just not worth it. PLEASE SAVE YOUR MONEY!!!",1
3567,"Great for WFH, I ditched the screen on my laptop and the external monitor for this one wide monitor. I can see all i need in one space and there's plenty of room to move windows around to see what i need.",5
3568,The screen  is damaged. Has a white box in the corner that never goes away. The screensaver does not work. instead it flashes red green and blue. Awful; cheap 3rd part product do not buy.,1
3569,"The ""hub"" aspect of this monitor is fantastic. Everything plugs into the monitor itself—all your USB gear (mouse, keyboard, backup drive, microphone, whatever you've got)—even ethernet! And then ONE cable connects to your laptop, and even charges it.<br /><br />The screen is immersive and curved just the right amount, and the color fidelity is sensational. The problem, though, is the resolution—the number of pixels per inch (ppi): only 110 ppi. For comparison, the MacBook Pro's screen is double that in each direction: 218 ppi.<br /><br />If you're used to a Mac, the Dell's image is upsettingly blurry. You'll be in great shape for photo and video editing. But for reading, editing text, or using apps like Indesign and Illustrator, you'll really mourn that low resolution.<br /><br />I wound up returning this monitor. (BEWARE! They changed me a $235 ""restocking fee"" after I returned it!! There is NOTHING about this on the item page.)<br /><br />I bought the LG 34WK95U-W UltraFine 34-inch screen instead (it's ultrawide but NOT curved). It's got 163 ppi, which looks razor sharp, and I'm in heaven. (It's also much more expensive; now you know that there's a direct correspondence between resolution/size and price!)<br /><br />The LG isn't a connection hub like the Dell; it has only two standard USB jacks on the back. But by adding a little $12 USB dock to the back of the LG, I still get the convenience of having only ONE cable connect to the laptop!",4
