id,label,split,rating,word_count,first_person_pronoun_count,third_person_pronoun_count,verb_count,adjective_count,superlative_count,readability_ari,extremity
1938,1,train,4.0,125,4,2,20,14,0,9.710666666666668,0
1939,0,train,3.0,345,15,9,60,33,0,5.392198757763971,0
1940,0,train,5.0,50,1,1,7,6,0,4.388200000000001,1
1941,0,train,4.0,38,4,0,8,5,0,2.2015789473684215,0
1942,0,train,5.0,152,13,3,32,13,3,7.860789473684207,1
1943,0,train,5.0,100,8,5,19,11,0,4.141933333333334,1
1944,1,train,5.0,72,6,1,14,9,0,7.718333333333334,1
1945,1,train,5.0,20,2,1,5,3,0,7.881,1
1946,0,train,5.0,34,1,0,7,2,0,4.046372549019608,1
1947,1,train,3.0,81,8,4,19,7,0,5.800740740740743,0
1948,1,train,5.0,53,4,3,9,7,0,4.931698113207549,1
1949,1,train,5.0,20,2,0,4,1,0,8.352,1
1950,1,train,5.0,110,4,4,20,18,0,10.00212121212121,1
1951,0,train,5.0,21,2,1,6,2,0,6.068571428571428,1
1952,0,train,2.0,20,0,0,5,2,0,4.040333333333333,0
1953,0,train,4.0,97,9,6,23,9,0,5.119175257731957,0
1954,1,train,5.0,18,1,1,3,3,0,2.171666666666667,1
1955,1,train,5.0,58,2,2,12,7,0,6.040517241379309,1
1956,0,train,5.0,319,16,5,66,9,0,3.237415837535778,1
1957,0,train,4.0,85,2,3,13,6,0,3.772980392156864,0
1958,0,train,3.0,62,3,6,15,5,0,5.843709677419355,0
1959,1,train,2.0,128,7,6,29,8,0,9.290963541666663,0
1960,1,train,1.0,107,4,2,24,7,0,10.134859813084113,1
1961,0,train,5.0,35,0,1,7,2,0,-1.9740000000000002,1
1962,1,train,5.0,111,4,3,16,13,0,9.545405405405404,1
1963,0,train,5.0,144,9,1,18,11,0,2.8866666666666667,1
1964,1,train,5.0,21,0,1,4,1,0,9.03142857142857,1
1965,0,train,1.0,32,0,3,7,4,0,2.1545833333333313,1
1966,1,train,5.0,115,6,5,19,8,0,9.164028985507244,1
1967,1,train,5.0,13,1,1,2,1,0,4.272307692307692,1
1968,1,train,3.0,55,1,1,10,13,0,6.249818181818185,0
1969,1,train,5.0,54,1,1,8,4,0,5.339444444444446,1
1970,1,train,4.0,84,5,4,15,10,0,8.165,0
1971,0,train,5.0,110,10,4,29,9,0,7.090484848484849,1
1972,0,train,5.0,142,12,2,30,12,1,6.517183098591548,1
1973,1,train,5.0,55,4,0,7,7,0,7.367909090909091,1
1974,1,train,5.0,26,2,0,7,3,0,6.265000000000001,1
1975,1,train,2.0,129,5,2,19,17,0,6.730852713178297,0
1976,1,train,4.0,10,0,0,1,2,0,5.236000000000001,0
1977,0,train,5.0,25,1,1,4,0,0,1.9644000000000013,1
1978,1,train,5.0,7,0,0,2,1,0,6.965714285714288,1
1979,0,train,1.0,21,1,1,4,2,0,2.2557142857142836,1
1980,0,train,1.0,25,4,1,3,1,0,8.4028,1
1981,0,train,4.0,46,6,2,11,2,0,4.462318840579712,0
1982,1,train,3.0,118,7,4,20,12,0,7.2356053268765095,0
1983,0,train,1.0,19,0,0,7,0,0,2.0160526315789475,1
1984,0,train,5.0,22,2,0,4,2,0,0.6484848484848484,1
1985,1,train,5.0,54,1,4,9,6,0,7.805555555555557,1
1986,1,train,5.0,129,7,4,18,16,0,6.146666666666668,1
1987,1,train,3.0,90,2,2,20,15,0,7.554238095238098,0
1988,1,train,5.0,121,5,5,24,15,0,9.751019283746558,1
1989,1,train,5.0,22,1,1,3,2,0,3.7663636363636357,1
1990,0,train,5.0,21,0,0,2,3,0,4.005714285714284,1
1991,0,train,2.0,43,1,0,7,5,0,5.523372093023255,0
1992,0,train,5.0,48,2,0,7,5,1,5.433125,1
1993,1,train,1.0,108,5,4,16,9,0,8.046230158730161,1
1994,0,train,4.0,91,4,1,15,10,1,7.3381318681318675,0
1995,0,train,4.0,17,1,1,4,1,0,2.5852941176470594,0
1996,0,train,5.0,40,2,2,6,5,0,1.0965833333333315,1
1997,0,train,4.0,19,0,0,1,6,0,3.303508771929824,0
1998,1,train,5.0,15,0,0,2,2,0,9.306000000000001,1
1999,1,train,5.0,47,2,0,9,7,0,4.114255319148935,1
2000,1,train,5.0,10,1,0,1,2,0,2.8810000000000002,1
2001,1,train,5.0,77,4,2,12,9,0,8.535454545454545,1
2002,0,train,5.0,245,16,10,40,10,1,9.94453968253968,1
2003,1,train,3.0,56,6,4,9,3,0,5.587500000000002,0
2004,1,train,5.0,16,1,0,3,1,0,7.470625000000002,1
2005,1,train,4.0,15,0,1,4,2,0,7.736000000000001,0
2006,0,train,5.0,40,2,1,7,3,1,8.70525,1
2007,1,train,5.0,22,3,0,3,1,0,6.911363636363635,1
2008,0,train,4.0,201,16,5,41,13,0,6.113059701492535,0
2009,0,train,5.0,306,24,2,65,15,0,6.217843137254903,1
2010,0,train,4.0,156,6,4,26,15,0,6.797692307692309,0
2011,1,train,5.0,129,9,6,24,10,0,8.924518272425253,1
2012,0,train,3.0,31,0,3,5,4,1,3.1848387096774182,0
2013,0,train,3.0,32,2,4,7,2,0,0.9770833333333329,0
2014,1,train,1.0,25,1,2,4,4,0,2.529600000000002,1
2015,1,train,5.0,45,4,4,12,5,0,5.651666666666667,1
2016,0,train,5.0,14,0,0,3,4,0,1.24642857142857,1
2017,0,train,5.0,14,1,1,4,0,0,6.765000000000001,1
2018,0,train,3.0,15,0,1,4,0,0,-1.9800000000000004,0
2019,1,train,4.0,18,0,0,2,4,0,11.904999999999994,0
2020,1,train,5.0,77,4,4,14,7,0,4.742987012987012,1
2021,1,train,3.0,13,0,0,3,2,0,8.982307692307693,0
2022,0,train,4.0,29,0,2,5,4,0,6.60896551724138,0
2023,0,train,5.0,13,0,0,2,3,0,4.645384615384618,1
2024,1,train,3.0,115,6,5,21,14,1,6.256115942028991,0
2025,1,train,4.0,18,0,0,4,3,0,8.765,0
2026,1,train,1.0,71,3,1,13,2,0,9.004859154929576,1
2027,1,train,5.0,105,9,4,22,12,0,5.313714285714287,1
2028,0,train,3.0,95,8,5,24,6,0,3.947819548872179,0
2029,0,train,5.0,56,2,0,12,5,0,4.830535714285713,1
2030,1,train,3.0,22,0,0,4,4,0,4.836818181818181,0
2031,0,train,4.0,20,1,2,3,3,0,8.352,0
2032,0,train,5.0,14,1,0,3,1,0,3.7371428571428567,1
2033,0,train,5.0,12,2,0,3,2,0,1.4475000000000016,1
2034,0,train,5.0,53,4,0,10,1,0,5.976729559748428,1
2035,1,train,5.0,94,6,2,18,6,0,9.515744680851064,1
2036,0,train,4.0,13,2,0,3,2,0,4.996923076923078,0
2037,1,train,5.0,117,4,3,20,8,0,7.377399267399266,1
2038,0,train,5.0,30,3,0,5,4,0,5.864000000000001,1
2039,1,train,5.0,52,3,1,10,3,0,7.261346153846155,1
2040,0,train,5.0,28,0,3,8,3,0,3.0859523809523814,1
2041,0,train,4.0,23,1,0,3,2,0,3.364782608695652,0
2042,0,train,5.0,94,5,0,10,14,2,7.411276595744681,1
2043,0,train,5.0,12,0,1,2,1,0,6.690000000000001,1
2044,0,train,4.0,59,8,1,14,3,0,0.5957627118644098,0
2045,0,train,5.0,45,3,2,8,2,0,7.526666666666667,1
2046,1,train,5.0,32,1,2,7,2,0,3.479270833333331,1
2047,0,train,3.0,30,2,1,7,4,0,5.381,0
2048,1,train,4.0,24,1,2,4,3,0,1.9987500000000011,0
2049,1,train,5.0,75,7,2,17,7,0,8.857400000000002,1
2050,0,train,5.0,10,0,0,2,1,0,3.3520000000000003,1
2051,0,train,5.0,44,0,1,7,7,0,2.361212121212123,1
2052,0,train,5.0,101,3,8,18,9,0,4.185445544554458,1
2053,1,train,2.0,60,2,1,12,5,0,5.765000000000001,0
2054,1,train,3.0,123,7,2,20,13,0,4.587967479674795,0
2055,0,train,5.0,15,0,0,3,2,0,6.7940000000000005,1
2056,1,train,1.0,13,0,0,3,1,0,4.272307692307692,1
2057,0,train,5.0,123,11,3,21,9,1,5.659616724738676,1
2058,1,train,3.0,131,2,7,22,14,0,7.035667938931297,0
2059,1,train,3.0,83,3,6,18,5,0,2.9079919678714887,0
2060,0,train,5.0,18,4,0,3,3,0,6.41,1
2061,1,train,5.0,23,0,0,3,3,0,2.5456521739130444,1
2062,1,train,5.0,63,3,1,10,7,0,7.1540476190476205,1
2063,0,train,2.0,37,4,1,7,4,0,5.259729729729731,0
2064,0,train,5.0,47,0,4,8,6,0,5.2892553191489355,1
2065,1,train,2.0,119,5,5,25,13,1,7.809831932773108,0
2066,1,train,5.0,8,0,0,2,1,0,9.6525,1
2067,0,train,4.0,11,1,0,3,1,0,1.625454545454545,0
2068,1,train,5.0,123,7,6,19,10,0,6.744085365853657,1
2069,0,train,5.0,177,10,7,27,21,0,6.526101694915255,1
2070,0,train,5.0,72,3,1,11,2,0,4.970833333333331,1
2071,1,train,5.0,93,4,1,20,13,0,8.25640552995392,1
2072,0,train,4.0,85,1,1,18,7,0,8.035,0
2073,1,train,5.0,74,3,3,15,12,0,5.255540540540537,1
2074,0,train,4.0,90,1,7,17,12,0,3.299666666666667,0
2075,0,train,4.0,19,0,2,5,0,0,7.405789473684212,0
2076,1,train,5.0,101,10,3,22,11,1,7.2256765676567625,1
2077,0,train,1.0,13,1,1,4,1,0,1.3846153846153868,1
2078,0,train,5.0,12,0,0,4,1,0,8.904999999999998,1
2079,1,train,5.0,62,4,1,12,6,0,6.071612903225805,1
2080,1,train,4.0,75,3,3,17,9,0,7.099,0
2081,0,train,5.0,29,0,3,3,1,0,9.532413793103448,1
2082,1,train,2.0,49,1,1,13,2,0,5.745816326530612,0
2083,1,train,5.0,22,0,0,3,4,0,6.2690909090909095,1
2084,0,train,5.0,13,2,0,2,2,0,3.5584615384615397,1
2085,1,train,4.0,67,3,2,15,10,0,6.417686567164182,0
2086,0,train,5.0,17,1,1,5,2,0,5.078823529411764,1
2087,0,train,1.0,89,2,1,18,9,1,4.56096308186196,1
2088,0,train,5.0,59,6,3,15,2,0,2.9488983050847466,1
2089,0,train,4.0,300,11,13,59,27,2,5.994533333333337,0
2090,1,train,4.0,25,0,0,2,5,0,4.790399999999998,0
2091,0,train,5.0,64,4,5,15,7,0,8.739010416666666,1
2092,1,train,5.0,72,4,3,12,9,0,5.722083333333334,1
2093,0,train,3.0,115,7,2,23,5,0,9.852,0
2094,1,train,5.0,135,6,3,30,13,1,8.41352380952381,1
2095,1,train,2.0,43,2,1,8,4,0,8.926744186046513,0
2096,0,train,5.0,61,2,0,12,3,0,2.6123360655737713,1
2097,0,train,5.0,31,0,3,6,1,0,1.2850000000000001,1
2098,1,train,5.0,32,2,1,5,3,0,4.353750000000002,1
2099,0,train,2.0,233,8,20,55,13,1,2.2501083180053136,0
2100,1,train,5.0,87,4,3,15,8,0,5.9593103448275855,1
2101,0,train,5.0,22,2,2,5,4,0,9.266363636363636,1
2102,0,train,3.0,133,8,10,29,8,0,8.670401002506267,0
2103,1,train,5.0,26,0,1,6,2,0,9.685384615384617,1
2104,0,train,5.0,169,15,9,43,11,0,6.61248520710059,1
2105,0,train,2.0,293,5,8,57,44,0,5.130046540490227,0
2106,1,train,5.0,13,0,0,2,2,0,5.721538461538458,1
2107,0,train,5.0,84,2,4,19,7,0,2.828214285714285,1
2108,1,train,5.0,48,4,1,7,6,0,4.98,1
2109,0,train,5.0,151,12,6,39,8,0,6.916840113528856,1
2110,0,train,1.0,10,0,0,1,2,0,10.380666666666666,1
2111,1,train,5.0,63,7,3,12,5,0,5.359761904761903,1
2112,1,train,5.0,8,0,1,1,2,0,9.6525,1
2113,1,train,5.0,35,1,1,6,5,1,4.1853333333333325,1
2114,1,train,5.0,58,4,3,9,5,0,8.863218390804597,1
2115,1,train,2.0,22,1,1,4,2,0,5.693181818181817,0
2116,0,train,5.0,65,2,8,14,6,0,5.245153846153848,1
2117,0,train,5.0,34,2,4,7,1,0,4.801764705882352,1
2118,1,train,5.0,31,3,2,6,2,0,5.311935483870968,1
2119,0,train,5.0,24,0,1,5,1,0,8.120000000000001,1
2120,0,train,2.0,226,15,8,45,18,0,5.998104152484686,0
2121,1,train,5.0,12,0,0,1,2,0,4.195,1
2122,1,train,5.0,22,0,0,2,2,0,10.336818181818181,1
2123,0,train,2.0,12,0,1,3,1,0,-0.5150000000000006,0
2124,0,train,4.0,253,11,3,43,26,1,10.092575757575759,0
2125,0,train,5.0,41,1,2,5,4,0,1.624878048780488,1
2126,1,train,5.0,136,9,3,27,14,0,9.228186274509802,1
2127,1,train,5.0,66,4,1,19,2,0,6.445,1
2128,0,train,5.0,100,6,0,22,9,0,3.672055555555559,1
2129,0,train,3.0,85,1,2,20,8,0,4.146369747899158,0
2130,0,train,5.0,28,2,1,4,2,0,3.59059523809524,1
2131,1,train,4.0,11,0,0,2,1,0,11.901818181818179,0
2132,1,train,4.0,104,6,3,24,10,0,7.208878205128208,0
2133,0,train,4.0,48,3,5,8,5,0,17.975625,0
2134,0,train,3.0,171,9,10,42,13,0,5.546842105263156,0
2135,1,train,4.0,115,6,3,22,15,0,6.41994202898551,0
2136,0,train,5.0,48,5,2,10,4,0,6.157500000000002,1
2137,1,train,5.0,33,5,1,7,3,0,5.231818181818184,1
2138,0,train,5.0,39,3,1,6,3,0,2.823076923076922,1
2139,1,train,5.0,108,2,2,21,11,0,7.566507936507939,1
2140,0,train,5.0,15,0,0,3,3,0,3.026,1
2141,0,train,5.0,19,1,0,5,0,0,3.935263157894738,1
2142,0,train,5.0,25,2,2,5,4,0,8.968,1
2143,1,train,5.0,33,2,1,6,4,0,5.231818181818184,1
2144,0,train,5.0,15,2,1,4,1,0,5.224,1
2145,0,train,4.0,185,3,4,25,24,0,6.67136036036036,0
2146,0,train,5.0,30,0,2,6,5,0,1.625,1
2147,0,train,4.0,32,0,2,3,3,0,-0.6506250000000016,0
2148,0,train,5.0,20,0,0,4,1,0,6.232500000000002,1
2149,1,train,3.0,14,1,0,2,2,0,4.07357142857143,0
2150,0,train,1.0,59,4,1,12,6,1,6.4233898305084765,1
2151,1,train,5.0,33,2,2,6,5,0,3.3381818181818197,1
2152,1,train,1.0,15,1,2,3,3,0,3.34,1
2153,0,train,5.0,11,1,1,2,1,0,-0.6963636363636354,1
2154,1,train,2.0,59,3,4,13,8,0,7.339576271186441,0
2155,1,train,5.0,128,8,1,28,12,0,11.01953125,1
2156,0,train,5.0,41,3,0,8,2,0,9.383170731707317,1
2157,1,train,5.0,119,5,5,22,11,0,8.474481792717086,1
2158,0,train,5.0,38,1,1,10,1,0,4.363070175438597,1
2159,0,train,4.0,22,1,1,6,2,0,10.336818181818181,0
2160,1,train,2.0,112,3,3,23,12,0,8.278928571428573,0
2161,1,train,5.0,22,2,1,3,1,0,7.553636363636365,1
2162,1,train,5.0,115,5,3,23,10,0,8.67255072463768,1
2163,0,train,4.0,234,5,7,44,22,0,5.796153846153842,0
2164,0,train,3.0,26,2,0,7,2,0,1.7361538461538473,0
2165,0,train,5.0,101,3,2,16,10,0,9.282079207920795,1
2166,1,train,5.0,23,0,0,4,3,0,3.4959420289855068,1
2167,0,train,4.0,299,21,19,63,19,0,5.778799921306316,0
2168,1,train,5.0,107,5,2,17,10,0,8.81429906542056,1
2169,0,train,4.0,159,8,10,37,13,2,6.221839622641511,0
2170,1,train,3.0,105,2,5,21,15,0,7.247071428571431,0
2171,1,train,5.0,70,1,4,11,12,0,6.6304285714285705,1
2172,0,train,5.0,63,2,1,14,7,0,6.476190476190478,1
2173,0,train,1.0,153,9,6,37,8,1,1.3709803921568593,1
2174,0,train,5.0,24,0,1,4,3,0,12.157500000000006,1
2175,1,train,4.0,43,1,0,10,5,0,6.986434108527135,0
2176,1,train,5.0,34,0,1,7,4,0,5.016078431372552,1
2177,0,train,5.0,26,3,2,6,0,0,-0.6188461538461567,1
2178,0,train,5.0,27,1,3,4,4,0,1.56111111111111,1
2179,0,train,5.0,110,4,4,23,10,0,9.359848484848484,1
2180,1,train,4.0,19,1,0,2,2,0,5.670526315789477,0
2181,1,train,5.0,76,5,3,15,10,0,7.179078947368424,1
2182,1,train,5.0,19,0,1,3,1,0,7.901578947368421,1
2183,0,train,5.0,17,0,0,4,2,0,11.451176470588237,1
2184,1,train,5.0,79,4,5,15,8,0,7.098607594936709,1
2185,1,train,5.0,116,8,4,21,6,1,7.198477011494255,1
2186,1,train,5.0,15,0,0,5,1,0,3.654,1
2187,1,train,5.0,59,3,1,11,4,0,7.163502824858753,1
2188,0,train,5.0,20,0,1,6,3,0,3.8230000000000004,1
2189,1,train,5.0,123,2,4,20,16,0,7.344494773519166,1
2190,0,train,5.0,32,1,4,7,3,1,0.38833333333333186,1
2191,0,train,4.0,157,17,10,40,9,0,3.5916666666666686,0
2192,1,train,1.0,118,7,2,27,9,0,8.16138418079096,1
2193,0,train,5.0,41,1,1,11,6,0,5.292073170731708,1
2194,1,train,5.0,118,4,4,21,16,0,9.03179176755448,1
2195,1,train,2.0,122,7,6,23,15,0,8.426010928961745,0
2196,0,train,5.0,69,2,2,13,5,0,3.9791304347826078,1
2197,0,train,2.0,41,3,1,9,0,0,1.9606097560975613,0
2198,1,train,5.0,124,3,2,18,16,0,8.426612903225806,1
2199,1,train,5.0,55,3,1,9,5,0,5.821636363636362,1
2200,1,train,5.0,55,4,5,11,6,0,3.771181818181816,1
2201,0,train,5.0,110,9,2,24,10,0,10.294,1
2202,1,train,1.0,26,1,1,4,3,0,5.004102564102563,1
2203,0,train,5.0,35,3,3,9,5,0,5.083428571428573,1
2204,1,train,4.0,17,1,0,3,3,0,7.295294117647057,0
2205,0,train,5.0,70,4,6,15,5,0,5.21742857142857,1
2206,0,train,5.0,119,7,6,22,7,0,14.224411764705884,1
2207,1,train,5.0,128,10,2,19,16,0,8.775807291666666,1
2208,1,train,5.0,27,1,1,4,1,0,5.904444444444444,1
2209,0,train,4.0,70,7,8,18,5,0,2.234047619047619,0
2210,1,train,5.0,88,4,2,20,9,0,8.19034090909091,1
2211,0,train,5.0,161,5,8,31,18,0,6.776459627329192,1
2212,0,train,4.0,71,2,2,13,7,0,16.221408450704224,0
2213,0,train,4.0,156,5,2,35,8,0,4.091153846153848,0
2214,1,train,4.0,40,1,1,10,5,0,4.058499999999999,0
2215,1,train,4.0,117,8,3,20,13,0,9.092307692307692,0
2216,0,train,5.0,68,2,2,11,2,0,1.4208333333333343,1
2217,0,train,1.0,79,0,4,19,5,1,3.6851898734177198,1
2218,1,train,5.0,8,1,0,1,0,0,0.8212499999999991,1
2219,0,train,5.0,34,2,3,7,6,0,5.293137254901961,1
2220,0,train,5.0,27,1,2,7,2,1,1.0377777777777766,1
2221,0,train,2.0,237,18,2,49,9,1,7.109562715765247,0
2222,0,train,4.0,36,3,0,7,4,0,2.2325000000000017,0
2223,1,train,5.0,80,6,3,16,6,0,5.548541666666669,1
2224,0,train,5.0,14,1,0,3,3,0,10.465714285714288,1
2225,1,train,3.0,7,0,0,1,1,0,4.274285714285714,0
2226,0,train,2.0,125,5,10,19,8,0,1.8890400000000014,0
2227,1,train,4.0,116,6,5,20,8,0,7.482701149425289,0
2228,1,train,3.0,80,3,4,16,11,0,5.822125,0
2229,1,train,5.0,64,3,2,14,5,0,8.5009375,1
2230,0,train,4.0,51,4,0,11,0,0,0.9220588235294116,0
2231,1,train,5.0,60,1,2,9,6,0,5.4594999999999985,1
2232,0,train,3.0,57,3,5,10,6,0,4.348421052631579,0
2233,1,train,1.0,70,2,3,15,9,1,7.347761904761903,1
2234,1,train,4.0,121,6,5,26,13,0,8.038063754427391,0
2235,0,train,1.0,48,1,2,17,3,0,1.8024999999999984,1
2236,0,train,4.0,17,0,0,3,3,0,3.0452941176470567,0
2237,0,train,3.0,115,5,5,25,15,0,8.959246376811592,0
2238,1,train,5.0,112,7,2,20,12,0,7.920833333333334,1
2239,1,train,5.0,59,1,2,9,5,0,6.343559322033897,1
2240,1,train,3.0,24,0,0,4,1,0,3.568749999999998,0
2241,1,train,5.0,103,4,11,20,11,0,6.73345353675451,1
2242,0,train,4.0,262,13,7,49,25,0,6.677953611274223,0
2243,1,train,4.0,125,8,5,29,13,0,6.790731428571426,0
2244,0,train,5.0,304,19,9,66,28,1,7.910794172932331,1
2245,1,train,5.0,43,2,1,7,6,0,5.3434108527131805,1
2246,0,train,1.0,107,2,6,27,9,0,7.537757009345796,1
2247,0,train,5.0,11,0,0,0,3,0,5.050909090909091,1
2248,1,train,5.0,15,1,0,2,2,0,6.48,1
2249,1,train,5.0,13,0,0,2,3,0,11.880769230769232,1
2250,0,train,4.0,162,6,4,29,11,0,6.119259259259259,0
2251,1,train,5.0,36,1,1,7,4,0,3.671666666666667,1
2252,0,train,5.0,17,0,0,3,5,0,5.230392156862745,1
2253,1,train,5.0,10,0,0,2,2,0,8.533000000000001,1
2254,0,train,3.0,100,5,3,23,12,0,5.118057142857143,0
2255,1,train,4.0,119,6,3,22,11,1,7.018235294117648,0
2256,0,train,5.0,28,0,0,3,3,0,5.609166666666667,1
2257,1,train,5.0,120,8,3,21,12,0,8.611178571428567,1
2258,1,train,4.0,133,8,4,26,10,0,8.645263157894735,0
2259,0,train,4.0,73,2,2,16,7,0,5.8897945205479445,0
2260,1,train,5.0,25,0,1,6,2,0,3.66,1
2261,0,train,5.0,57,4,4,14,3,0,5.836842105263155,1
2262,1,train,5.0,16,1,0,3,2,0,8.942499999999999,1
2263,0,train,5.0,34,0,0,7,2,0,9.788823529411765,1
2264,0,train,5.0,15,2,2,2,0,0,-3.5500000000000007,1
2265,1,train,5.0,12,1,0,4,1,0,3.8024999999999984,1
2266,0,train,1.0,22,0,2,5,1,0,-0.6360606060606031,1
2267,0,train,5.0,15,1,0,3,3,0,-0.7240000000000002,1
2268,1,train,5.0,33,1,2,6,4,0,6.47818181818182,1
2269,1,train,3.0,122,7,7,28,9,0,9.198142076502734,0
2270,0,train,1.0,127,4,5,25,8,0,7.186074240719911,1
2271,1,train,2.0,65,1,0,11,12,0,7.75046153846154,0
2272,0,train,2.0,28,2,0,6,4,0,2.076666666666668,0
2273,1,train,4.0,66,2,1,13,6,0,9.83727272727273,0
2274,0,train,5.0,23,1,1,3,6,1,2.881594202898551,1
2275,0,train,5.0,98,4,1,17,9,1,10.093673469387756,1
2276,0,train,5.0,29,1,1,7,4,0,8.018793103448274,1
2277,1,train,1.0,114,6,5,26,10,1,7.055263157894739,1
2278,0,train,5.0,41,3,0,6,7,0,3.5689024390243915,1
2279,0,train,5.0,35,3,0,9,4,0,9.389714285714284,1
2280,0,train,4.0,83,2,6,15,6,1,7.331024096385541,0
2281,1,train,5.0,22,1,2,4,3,0,4.073939393939398,1
2282,1,train,1.0,112,7,3,23,5,0,6.260357142857146,1
2283,1,train,5.0,7,0,0,1,1,0,2.255714285714287,1
2284,1,train,5.0,68,3,0,13,7,0,8.265,1
2285,0,train,3.0,25,3,2,6,1,0,3.4606666666666683,0
2286,0,train,5.0,149,4,8,30,8,0,3.5955704697986555,1
2287,0,train,5.0,92,3,7,22,9,0,3.313586956521739,1
2288,1,train,2.0,128,3,4,29,17,2,9.202232142857142,0
2289,0,train,3.0,294,17,10,64,21,1,3.626428571428569,0
2290,0,train,5.0,99,4,1,16,10,0,8.562121212121209,1
2291,1,train,5.0,58,2,3,9,8,0,6.60896551724138,1
2292,1,train,5.0,54,6,0,12,2,0,5.119444444444447,1
2293,0,train,5.0,138,8,12,27,9,0,3.7297826086956505,1
2294,0,train,1.0,46,1,5,8,0,0,2.136086956521737,1
2295,1,train,5.0,115,1,5,23,13,0,7.116202898550725,1
2296,1,train,5.0,60,0,1,8,9,0,7.033714285714286,1
2297,1,train,5.0,19,2,0,3,2,0,10.380526315789474,1
2298,1,train,4.0,132,8,5,28,11,0,8.517045454545453,0
2299,1,train,5.0,39,3,1,8,2,0,4.030769230769231,1
2300,0,train,4.0,10,0,0,1,2,0,2.8810000000000002,0
2301,0,train,5.0,59,2,3,14,5,0,7.7387288135593195,1
2302,1,train,5.0,10,0,0,2,2,0,6.649000000000001,1
2303,1,train,5.0,138,7,3,19,13,0,9.93391304347826,1
2304,0,train,5.0,26,1,1,7,3,0,2.105641025641024,1
2305,1,train,5.0,16,0,0,1,3,0,7.765000000000001,1
2306,1,train,5.0,24,1,0,3,3,0,4.587500000000002,1
2307,0,train,5.0,51,5,0,8,7,0,2.1405882352941177,1
2308,1,train,4.0,66,3,2,15,2,0,5.936818181818182,0
2309,0,train,3.0,32,4,3,7,3,0,2.4662500000000023,0
2310,1,train,5.0,60,3,2,14,4,0,5.686499999999999,1
2311,1,train,5.0,19,2,1,5,0,0,6.662105263157894,1
2312,0,train,2.0,14,0,0,3,0,0,0.7092857142857127,0
2313,1,train,5.0,58,5,1,10,6,0,7.664655172413795,1
2314,1,train,5.0,53,2,2,9,3,0,5.443522012578619,1
2315,0,train,5.0,87,4,4,20,10,1,16.18689655172414,1
2316,0,train,5.0,87,5,6,19,0,0,3.902068965517241,1
2317,0,train,5.0,106,6,8,25,4,0,3.7817115902964957,1
2318,0,train,5.0,109,4,2,22,9,0,4.265711009174311,1
2319,1,train,5.0,53,0,2,9,8,0,2.626477987421385,1
2320,0,train,5.0,10,1,1,3,0,0,2.8810000000000002,1
2321,1,train,5.0,61,3,3,14,6,0,3.8960655737704926,1
2322,0,train,5.0,109,10,2,18,10,1,6.469472477064219,1
2323,0,train,1.0,14,1,2,4,0,0,3.4007142857142867,1
2324,0,train,1.0,44,4,3,14,3,0,4.422196969696969,1
2325,1,train,5.0,129,4,3,24,13,0,6.713895348837209,1
2326,0,train,3.0,92,7,3,20,12,0,7.681304347826089,0
2327,1,train,3.0,119,5,5,20,15,0,6.068319327731093,0
2328,0,train,5.0,88,5,2,12,5,0,5.1179924242424235,1
2329,0,train,5.0,116,3,4,22,12,0,6.852586206896554,1
2330,1,train,4.0,51,2,1,9,4,0,1.4761764705882356,0
2331,1,train,4.0,23,0,1,3,2,0,4.593478260869567,0
2332,1,train,4.0,23,1,1,5,2,0,4.3886956521739116,0
2333,1,train,5.0,35,1,1,4,5,0,2.4578571428571436,1
2334,1,train,5.0,26,1,0,4,2,0,7.71423076923077,1
2335,1,train,4.0,85,3,4,17,10,0,6.100274509803921,0
2336,0,train,1.0,87,8,1,19,9,0,3.1911822660098537,1
2337,1,train,5.0,63,2,0,7,6,0,6.40642857142857,1
2338,1,train,1.0,58,3,2,13,6,0,5.066034482758621,1
2339,0,train,5.0,15,2,0,4,1,0,3.678000000000001,1
2340,0,train,5.0,45,2,4,11,1,0,4.291,1
2341,0,train,5.0,38,2,0,8,4,0,2.69736842105263,1
2342,0,train,1.0,17,0,1,5,1,0,-1.1419607843137243,1
2343,1,train,5.0,36,0,1,7,6,0,7.073333333333334,1
2344,1,train,5.0,103,3,3,13,10,0,6.367628294036059,1
2345,0,train,1.0,42,1,4,10,2,0,3.1085714285714303,1
2346,1,train,5.0,55,2,3,10,6,0,6.254636363636365,1
2347,1,train,2.0,115,2,5,23,12,0,8.081677018633542,0
2348,1,train,5.0,29,0,0,4,6,0,5.420172413793104,1
2349,0,train,3.0,55,2,3,14,6,0,3.4238181818181843,0
2350,0,train,5.0,20,2,2,3,1,0,-1.738500000000002,1
2351,1,train,1.0,86,6,3,17,7,0,6.776744186046514,1
2352,1,train,5.0,18,1,1,5,0,0,5.101666666666667,1
2353,0,train,2.0,106,3,3,26,8,1,4.32087002096436,0
2354,0,train,1.0,136,8,3,34,6,0,8.639436274509805,1
2355,1,train,5.0,58,5,1,12,8,0,5.3908620689655145,1
2356,0,train,5.0,74,4,5,14,6,0,7.105540540540538,1
2357,0,train,5.0,18,0,0,3,3,0,1.9800000000000004,1
2358,0,train,5.0,24,1,0,5,1,1,5.765000000000001,1
2359,0,train,4.0,46,3,2,8,1,0,5.223913043478262,0
