id,asin,parent_asin,product,price,average_rating,rating_number,title,rating,helpful_vote,verified_purchase,word_count,first_person_pronoun_count,third_person_pronoun_count,verb_count,adjective_count,superlative_count,readability_ari,extremity
1890,B08FJK6283,B0C627132X,"PHILIPS 276E8VJSB 27"" Monitor, 4K UHD IPS, 1 Billion+ Colors, Ultranarrow Borders, Lowblue, Multiview, 4Yr Advance Replacement Warranty",269.99,4.4,4578,"SHIPPING is at fault, not Amazon or manufacturer.",4,1.0,True,129,6,2,25,13,0,5.635503875968993,0
1891,B00B2HH7G0,B0B9J2JWSX,"ASUS TUF Gaming 23.8” 1080P Monitor (VG249Q1R) - Full HD, IPS, 165Hz (Supports 144Hz), 1ms, Extreme Low Motion Blur, Speaker, FreeSync™ Premium, Shadow Boost, VESA Mountable, DisplayPort, HDMI",159.99,4.7,6137,"144hz, 1ms, 5 years later...",5,0.0,True,40,2,2,7,1,1,-1.6116666666666681,1
1892,B07V1SQ966,B0BNX9QVXZ,"Lepow Portable Monitor - 2023 C2 15.6 inch FHD 1080P Portable Display with IPS Screen, Foldable Kickstand, Dual Speakers, Type-C HDMI Mini DP Port for Laptop PC Phone Xbox Switch PS5, Iron Gray",149.99,4.3,1811,Good screen,5,0.0,True,22,0,1,4,3,0,5.90727272727273,1
1893,B07X5MWMDG,B0BRP9QWRR,"Acer Predator XB323U GPbmiiphzx 32"" WQHD (2560 x 1440) IPS NVIDIA G-SYNC Compatible Monitor, VESA Certified DisplayHDR600, Up to 0.5ms, 170Hz, (1 Display Port, 2 HDMI and 4 USB 3.0), Black",629.0,4.4,1532,gaming monitor (hdmi 2.0),5,0.0,True,33,0,2,6,3,1,-0.5154545454545456,1
1894,B000OK1046,B000OK1046,HP W1907 19-inch Widescreen Flat Panel LCD Monitor,70.0,3.9,137,HP 1907 Widescreen Monitor,4,7.0,True,267,14,6,51,15,0,3.5907383627608382,0
1895,B071JJ8V4S,B07V7QTX5W,"Sceptre 27"" Curved 75Hz LED Monitor C278W-1920R Full HD 1080P HDMI DisplayPort VGA Speakers, Ultra Thin Metal Black, 1800R immersive curvature, 2018,Metallic Black",129.98,4.4,2041,Screen flickering sporadic and dies in about a year,2,0.0,True,32,0,0,8,1,0,7.011770833333333,0
1896,B00J0NW4FW,B07BLJSWK2,ViewSonic VA2746M-LED 27 Inch Full HD 1080p LED Monitor with DVI and VGA Inputs,,4.1,177,Four Stars,4,0.0,True,14,0,0,5,1,0,9.120000000000001,0
1897,B09FGK717V,B09FGK717V,"4K Portable Touch Monitor Travel Screen Second Touchscreen Extender UHD USB C Computer Gaming for Laptop 14.0 Inch 3840 X 2160 IPS Compatible with Mac,MacBook,Nintendo Switch",279.99,3.8,133,Sensitive to Touch,5,0.0,True,37,4,0,6,5,0,5.853918918918918,1
1898,B0098Y77U0,B0098Y77U0,Acer G236HL Bbd 23-Inch Screen LED-Lit Monitor,,4.3,1466,This is a great screen for the money,5,0.0,True,21,1,0,5,2,0,3.1085714285714303,1
1899,B0873BPK5N,B0873BPK5N,"HP 2020 P204 19.5"" HD+ LED IPS Monitor, 1600x900 Resolution, 16:9 Aspect Ratio, 5ms Response, 250 cd/m² Brightness, 16.7 Million Colors, DisplayPort & VGA & HDMI Inputs, Black",,4.3,15,Great size,5,0.0,True,20,2,1,3,4,0,-1.032,1
1900,B08BF4CZSV,B08BF4CZSV,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),149.99,4.7,24404,hooked up easy. built in speaker,5,0.0,True,15,0,0,3,5,1,0.21799999999999997,1
1901,B08C4BXY41,B0BLCMLPNH,"Mobile Pixels Trio Max Portable Monitor, 14'' Full HD IPS Dual Triple Monitor for laptops, USB C/USB A Powered Portable Display,Windows/OS/Android/Switch Compatible (One Monitor Only)",309.0,4.1,1508,A Game Changer,5,0.0,True,131,7,6,29,7,0,4.247633587786257,1
1902,B00Q7VCSGU,B017SAGTMC,Samsung C34H890WJN - 34 Inch (3440 x 1440) WQHD UltraWide Professional LED Curved Monitor,599.99,3.9,238,"Perfect Monitor, Clear Text, No Back Light bleeding.",5,0.0,True,46,2,0,8,6,0,3.3567391304347822,1
1903,B09H2LHFV5,B09H2LHFV5,Upperizon Portable Monitor 15.6 Inch 1080P IPS Travel Monitor with Speaker Mini HDMI Dual USB-C Portable Monitor for Laptop MacBook PC Surface Xbox Switch PS5 with Cover,149.99,4.8,511,Great as external monitor for DSLR,5,1.0,True,24,3,1,5,1,0,-0.12250000000000227,1
1904,B00PXYRMPE,B00PXYRMPE,Dell UltraSharp U3415W 34-Inch QHD Ultra Wide 1440p Curved LED-Lit Monitor,399.99,4.5,1273,I'm very happy with this monitor,5,0.0,True,101,4,3,20,5,0,6.380618811881188,1
1905,B00ITORITU,B00ITORITU,BenQ XL2411Z 144Hz 1ms 24 inch Gaming Monitor NVIDIA 3D Vision Supported seamless FPS RTS MOBA Game eSport (Discontinued by Manufacturer),,4.0,375,love this monitor it is just great,5,0.0,True,30,0,1,9,2,0,12.881,1
1906,B00S8W8Z5E,B00WMWYUN2,"Sceptre 24 Inch 75Hz 1080p LED Monitor with Build-in Speakers HDMI VGA Ports, New Black 2019 (E248W-1920)",89.98,4.5,2563,Quality for desktop gamer,5,0.0,True,1,0,0,0,1,0,21.46,1
1907,B07ZL57G3Z,B07ZL57G3Z,"Acer CB342CK smiiphzx 34"" UltraWide QHD (3440 x 1440) IPS Zero Frame Monitor with AMD Radeon FREESYNC Technology - HDR Ready, 1ms VRB, 75Hz Refresh, Silver",,3.6,47,Great monitor,5,4.0,True,80,1,6,14,10,0,7.115625000000001,1
1908,B075D5NDFZ,B075D5NDFZ,"Acer G276HL Kbmidx 27"" Full HD (1920 x 1080) VA Zero Frame Monitor with Built-in Speakers (HDMI, DVI & VGA Ports)",,4.5,244,"Excellent resolution, beveled edge makes the screen pop.",5,0.0,True,8,0,0,2,1,0,10.24125,1
1909,B09P7ZK4CJ,B09ZNW2ZC1,"CRUA 24 inch 144hz/180hz Curved Gaming Monitor, FHD 1080P Frameless Computer Monitor, Support AMD freesync Low Motion Blur, Eye Care, VESA, DisplayPort, HDMI, Black",129.99,4.4,1379,Wrong description,1,3.0,True,60,2,2,14,8,0,2.311,1
1910,B01A0ZRR50,B01A0ZRR50,"ViewSonic XG2401 24 Inch 1080p 1ms 144 Hz Gaming Monitor with FreeSync Premium Eye Care Advanced Ergonomics HDMI and DP,Black",,4.6,890,An excellent monitor for the price,4,0.0,True,80,4,4,14,4,1,3.7822916666666693,0
1911,B095GG31KX,B0B92XN43Q,"InnoView Portable Monitor, 15.8 Inch FHD 1080P USB C HDMI Second External Monitor for Laptop, Desktop, MacBook, Phones, Tablet, PS5/4, Xbox, Switch, Built-in Speaker with Protective Case",149.99,4.5,3485,Piece of junk,1,2.0,True,74,4,4,14,5,0,3.13112612612613,1
1912,B00S8W8QMG,B07V6MGX7P,"Sceptre E205W-1600 20"" 75Hz Ultra Thin LED Monitor HDMI VGA Build-in Speakers, Metallic Black (2018 version)",69.97,4.4,4201,Five Stars,5,0.0,True,2,0,0,0,1,0,3.120000000000001,1
1913,B09G9Z6FP8,B09G9Z6FP8,"PONKLOIE Portable Monitor, 15.6"" FHD 1080P Laptop Monitor, Dual USB-C HDMI Computer Display VESA Eye Care Gaming Screen with Speakers, Second Travel Monitor for Laptop PC Phone PS4/5",,4.4,141,Great Monitor/Easy to use,5,0.0,True,12,1,0,2,1,0,4.335000000000001,1
1914,B075KFPJ5C,B0BDWMDM8X,"Acer Nitro ED323QU Pbmiippx 31.5"" WQHD 2560 x 1440 VA 1500R Curved Gaming Monitor | AMD FreeSync Premium | Up to 165Hz | 1ms (VRB) | DisplayHDR400 | DCI-P3 92% | 2 x Display Port 1.2 & 2 x HDMI 2.0",239.39,4.6,2506,Broken,1,0.0,True,27,0,0,4,2,0,5.168888888888887,1
1915,B00VRCLHYS,B00VRCLHYS,"Acer XG270HU omidpx 27-inch WQHD AMD FREESYNC (2560 x 1440) Widescreen Monitor, WQHD (2560 x 1440), Black",,4.4,673,Awesome monitor,5,0.0,True,29,2,3,7,1,0,-1.32977011494253,1
1916,B007ILEHNU,B007ILEHNU,Samsung B350 Series T24B350ND 24-Inch Screen LED-Lit Monitor,,3.6,88,Samsung Monitor doesnt seem to connect with Macbook Pro,1,1.0,False,181,16,1,39,12,1,6.034119968429362,1
1917,B077P62F8X,B0B4B2927G,"BenQ EX3203R 32 Inch 144Hz VA Curved Computer Gaming Monitor WQHD (2560x1440) with FreeSync2, USB-C, 2x HDMI, HDR, Edge to Edge Display and Brightness Intelligence Plus Technology",,4.5,896,Very Impressed,5,3.0,True,8,0,0,0,1,0,3.1762499999999996,1
1918,B0BHNLZCNF,B0C7QCYJ4W,"UPERFECT True 4K Portable Monitor, [New Version] 15.6'' UHD IPS 3840x2160 USB C Monitor Unique Arch Metal Frame,100% Adobe RGB 600 Nits Brightness, HDR FreeSync Speaker HDMI Type-C OTG w/Smart Case",295.98,4.6,624,A perfect travelling companion !,5,0.0,True,46,5,2,9,5,0,7.022101449275365,1
1919,B01HIA63AU,B01HIA63AU,"Sceptre 24 Inch Ultra Thin Ultra Slim 1080P 75Hz LED Monitor HDMI VGA, Metal Black (E248W-1920R)",,4.5,2268,Annoying,2,12.0,True,207,7,6,38,9,0,4.948170289855074,0
1920,B00TR0570W,B00TR0570W,Samsung S24E310HL 23.6-Inch Screen LED-Lit Monitor,,4.4,444,Great color profile,5,1.0,True,68,5,2,8,9,0,9.643774509803919,1
1921,B00TR0570W,B00TR0570W,Samsung S24E310HL 23.6-Inch Screen LED-Lit Monitor,,4.4,444,It was great for the first few months and then it started ...,3,1.0,True,98,3,6,16,12,0,8.315408163265307,0
1922,B07MQBDY91,B0B465TQTB,"Acer Nitro XV273K Pbmiipphzx 27"" UHD 3840 x 2160 IPS AMD Radeon FreeSync and NVIDIA G-SYNC Compatible Monitor, DisplayHDR400, Quantum Dot, 144Hz, 1ms, DCI-P3 , Delta E<1, Black",527.51,4.3,185,Another Bleeder. UPDATE. Turn down the brightness!,5,50.0,True,571,29,18,115,42,3,6.1489268340143965,1
1923,B07MTMCNLX,B08JL29CWX,"Sceptre 24-Inch FHD 1080p Curved 165Hz Gaming LED Monitor Edge-Less AMD FreeSync DisplayPort HDMI, Black (C248B-144RN)",,4.7,8532,Poor stand design,3,0.0,True,20,0,0,3,1,0,2.391833333333331,0
1924,B08D3Y5PFZ,B0BZ81WVFQ,"AOC C24G1A 24"" Curved Frameless Gaming Monitor, FHD 1920x1080, 1500R, VA, 1ms MPRT, 165Hz (144Hz supported), FreeSync Premium, Height adjustable Black",159.92,4.7,25604,Gaming monitor,5,0.0,True,11,1,2,2,1,0,3.338181818181816,1
1925,B07V1SQ966,B0BNX9QVXZ,"Lepow Portable Monitor - 2023 C2 15.6 inch FHD 1080P Portable Display with IPS Screen, Foldable Kickstand, Dual Speakers, Type-C HDMI Mini DP Port for Laptop PC Phone Xbox Switch PS5, Iron Gray",149.99,4.3,1811,Bad quality,1,2.0,True,14,0,0,4,2,0,5.462619047619047,1
1926,B07V1SQ966,B0BNX9QVXZ,"Lepow Portable Monitor - 2023 C2 15.6 inch FHD 1080P Portable Display with IPS Screen, Foldable Kickstand, Dual Speakers, Type-C HDMI Mini DP Port for Laptop PC Phone Xbox Switch PS5, Iron Gray",149.99,4.3,1811,Perfect portable monitor,5,0.0,True,39,0,2,7,9,0,2.833846153846153,1
1927,B0812DKDD9,B0812DKDD9,"Sceptre 35-inch Curved UltraWide 21: 9 Creative Monitor QHD 3440x1440 HDR400 Frameless AMD Freesync HDMI DisplayPort Picture by Picture, 99% sRGB Machine Black (C355W-3440UN series)",329.97,4.4,3873,Nice work and play monitor,5,0.0,True,1,0,0,0,0,0,162.76,1
1928,B07GD7H18F,B0BZ81WVFQ,"AOC C24G1A 24"" Curved Frameless Gaming Monitor, FHD 1920x1080, 1500R, VA, 1ms MPRT, 165Hz (144Hz supported), FreeSync Premium, Height adjustable Black",159.92,4.7,25604,Great,5,1.0,True,11,1,0,3,0,0,4.622727272727271,1
1929,B087N3JPLF,B0BVGCLRVM,"SAMSUNG 32-Inch S39C Series FHD Curved Gaming Monitor, 75Hz, AMD FreeSync, Game Mode, Advanced Eye Comfort, Frameless Display, Built in Speakers, Slim Metal Stand, LS32C392EANXGO, 2023, Black",239.99,4.6,1836,"The blues look purple, do not buy!",2,1.0,True,114,9,4,23,11,0,7.777631578947368,0
1930,B07Z196K8Z,B0BZ4V2PRC,"AORUS FO48U 48"" 4K OLED Gaming Monitor, 3840x2160 , 120 Hz Refresh Rate, 1ms Response Time (GTG), 1x Display Port 1.4, 2x HDMI 2.1, 2x USB 3.0, with USB Type-C, Space Audio",799.99,4.4,6537,Best 1440p monitor on the market by far.,5,3.0,True,70,1,1,18,5,0,7.034142857142857,1
1931,B009H0XQRI,B009H0XQRI,Dell S2440L 24-Inch Screen LED-lit Monitor (Discontinued by Manufacturer),129.99,4.1,208,Great monitor for the price,4,0.0,True,19,0,1,6,1,0,3.5514035087719336,0
1932,B005LJWJSG,B0765ZQJPK,"Acer S220HQL Abd 21.5-Inch Widescreen LCD Monitor,Black",,4.5,1350,"Very nice, and easy to set up.",5,0.0,True,124,6,10,23,13,0,5.8113364055299535,1
1933,B08D3Y5PFZ,B0BZ81WVFQ,"AOC C24G1A 24"" Curved Frameless Gaming Monitor, FHD 1920x1080, 1500R, VA, 1ms MPRT, 165Hz (144Hz supported), FreeSync Premium, Height adjustable Black",159.92,4.7,25604,"Insane amount of ghosting, but it's cheap",2,5.0,True,265,7,4,47,27,2,4.306052111410601,0
1934,B093GCL18V,B0BXL2H5PD,"ARZOPA Portable Monitor 17.3 Inch, 1080P FHD HDR IPS Laptop Computer Monitor HDMI USB C External Screen with Dual Speakers for PC Mac Phone Xbox Switch PS5, Smart Cover Included-A1 MAX",188.99,4.4,4108,Easy to use gamechanger for remote work,5,0.0,True,50,3,4,8,6,0,4.602,1
1935,B01CX26WIG,B09SJ9192T,"SAMSUNG 23.5” CF396 Curved Computer Monitor, AMD FreeSync for Advanced Gaming, 4ms Response Time, Wide Viewing Angle, Ultra Slim Design, LC24F396FHNXZA, Black",158.0,4.7,24081,Fast shipping.,5,0.0,True,7,0,0,1,1,0,4.5428571428571445,1
1936,B09QHRQ2TZ,B0BW5F8F6B,"Miktver 10.1 inch Small HDMI Monitor, 1280x800 Resolution Small 1080P Portable IPS Monitor, 16:9 HD Display LCD with Built-in Speaker",,4.3,43,Works ok...,4,0.0,True,3,0,0,0,1,0,8.330000000000002,0
1937,B00094NNJ2,B00094NNJ2,"HP vs15 15"" Flat-Panel LCD Monitor",,3.3,20,Five Stars,5,1.0,True,1,0,0,0,1,0,21.46,1
1938,B078HWN5CX,B0C785DHMD,"BenQ EW2880U Premium Monitor 28"" 4K UHD w/ Remote Control | IPS | HDRi | P3 Color | Eye-Care Tech | Anti-Glare | Height, Swivel & Tilt Screen | 2 x 3w Speakers | DisplayPort | HDMI | USB-C (60W),Black",379.99,4.5,3589,Flickering and HDR doesn’t work!,1,0.0,True,104,7,4,26,5,1,5.89551282051282,1
1939,B0098Y77U0,B0098Y77U0,Acer G236HL Bbd 23-Inch Screen LED-Lit Monitor,,4.3,1466,Great Value,5,0.0,True,71,1,1,14,7,0,6.417676056338028,1
1940,B000E1DAH0,B000E1DAH0,"V7 R15PS 15"" LCD Monitor",,4.5,2,Product review .,4,1.0,False,25,0,1,6,2,0,6.674400000000002,0
1941,B00L3KNOF4,B00L3KNOF4,"Samsung SD850 32"" WQHD (2560x1440) 16:9 Aspect Ratio LED-LitMonitor (LS32D85KTSR/ZA) Titanium Silver/matte Black",,4.4,805,"love it for software engineering, 32"" 2560x1440 is great, Windows 8.1 DisplayPort output",5,6.0,True,133,3,2,19,14,0,9.473475355054305,1
1942,B00V8FAWC2,B00V8FAWC2,LG 25UM57 25-Inch Screen LED-lit Monitor,,4.4,621,Amazing screen for the price,4,0.0,True,112,4,6,18,16,0,4.41,0
1943,B008RM23ZI,B00BH5W848,"ViewSonic VX2370SMH-LED 23"" IPS 1080p Frameless LED Monitor HDMI, DVI, VGA",,4.3,1415,Five Stars,5,0.0,True,13,2,1,3,1,0,1.3738461538461522,1
1944,B078HTS4BS,B0B2JYYR6C,"Sceptre E249W-19203R 24-inch FHD LED Gaming Monitor 2X HDMI VGA 75Hz Build-in Speakers, Machine Black & 24"" Professional Thin 75Hz 1080p LED Monitor 2X HDMI VGA Build-in Speakers, Machine Black",209.79,4.6,26821,This is a monitor,5,0.0,True,11,1,0,3,1,1,-0.5154545454545456,1
1945,B07RGPCQG1,B0BNX9QVXZ,"Lepow Portable Monitor - 2023 C2 15.6 inch FHD 1080P Portable Display with IPS Screen, Foldable Kickstand, Dual Speakers, Type-C HDMI Mini DP Port for Laptop PC Phone Xbox Switch PS5, Iron Gray",149.99,4.3,1811,I'm so happy I got this.,4,0.0,True,72,5,5,13,5,0,2.2325000000000017,0
1946,B08BT9DZQW,B0BYKKW1GF,"AOC CU34G3S 34"" Frameless Curved Ultrawide Gaming Monitor, WQHD 3440 x1440, 165Hz 1ms, FreeSync Premium, Height Adjustable, 3-Year Zero-Bright-dot, Black",429.99,4.6,5512,Terrible backlight flickering.,1,0.0,True,142,9,12,31,12,1,6.450845070422535,1
1947,B072M34RQC,B072M34RQC,"HP VH240a 23.8-Inch Full HD 1080p IPS LED Monitor with Built-In Speakers and VESA Mounting, Rotating Portrait & Landscape, Tilt, and HDMI & VGA Ports (1KL30AA) - Black",191.53,4.7,25762,Fast reasonably priced product,5,0.0,True,9,0,0,0,3,0,7.806666666666665,1
1948,B01CX26VNC,B01NAU4FF4,SAMSUNG IT LC27F591FDNXZA SAMSUNG C27F591 27-Inch FHD 1080p Curved Monitor (Built-in Speaker Included),,4.6,739,One Star,1,1.0,True,14,0,1,3,4,0,0.1692857142857136,1
1949,B0BMW7W85W,B0BN4PNNBH,"Portable Monitor | Acer PM161Q Abmiuuzx 15.6"" Full HD 1920 x 1080 IPS | Ultra Slim Design | Premium Cover I External Monitor for Laptop PC Mac I 2 x USB 3.1 Type-C Ports, 1 x Mini HDMI & 1 x Micro USB",109.99,3.9,581,An excellent portable display,5,0.0,True,186,2,5,23,21,0,4.268387096774191,1
1950,B088MKF848,B095LCZKVR,"ASUS TUF Gaming 32"" 1440P HDR Curved Monitor (VG32VQ) - QHD (2560 x 1440), 144Hz, 1ms, Extreme Low Motion Blur, Speaker, Adaptive-Sync, FreeSync Premium, VESA Mountable, DisplayPort, HDMI",,4.6,8170,Monitor keeps black screening.,1,0.0,True,12,0,1,1,3,0,10.0075,1
1951,B06Y45V625,B07ZFK884G,"Dell E Series 23-Inch Screen LED-lit Monitor (Dell E2318Hx), Black",199.95,4.7,2507,This monitor was recommended to me and it works great,5,8.0,True,35,5,2,7,2,0,2.0541428571428604,1
1952,B07KGMQGDT,B07KGMQGDT,"Sceptre E255B-1658A 25"" FHD 1080p 165Hz 144Hz 1ms AMD FreeSync gaming LED Monitor 2x HDMI 2.0 1x DisplayPort RTS FPS Build-in Speakers, Machine Black, Metallic Black",,4.6,6667,Great monitor,5,0.0,True,19,1,0,3,2,0,4.9907894736842096,1
1953,B00F03STBO,B00F03STBO,Dell E2014T Touch Screen LED-Lit Monitor,,3.3,94,dell touch screen,5,2.0,True,32,5,3,6,2,0,8.8471875,1
1954,B08R22K2T9,B08R22K2T9,"BOIFUN Portable Monitor, 15.8"" USB-C 1080P Computer Monitor with IPS Screen, 100% sRGB Game Monitor with HDMI for Laptop PC PS4 Xbox Phone, Plug and Play & Smart Case Included",,4.6,498,Solid 2nd Monitor without breaking the bank,5,0.0,True,10,0,1,2,2,0,0.8520000000000003,1
1955,B01L989SQ8,B01L989SQ8,"ASUS Frameless Gold 21.5"" 5ms (GTG) HDMI Widescreen LCD/LED Monitor IPS 80,000,000:1, Ultra-Slim Design, Built-in Speakers, with HDMI and D-sub Model VZ229H",,4.2,183,A good buy that won't break the bank,4,4.0,True,29,2,1,4,4,0,3.1982758620689644,0
1956,B005L8VF3W,B005L8VF3W,"Hp Pavilion G7-1070us Replacement LAPTOP LCD Screen 17.3"" WXGA++ LED DIODE (Substitute Replacement LCD Screen Only. Not a Laptop )",61.89,4.3,97,Fits great,5,0.0,True,3,0,0,1,1,0,0.4800000000000004,1
1957,B0148NNKTC,B0BFM2GP2B,"Acer R241Y Bbix 23.8"" Full HD (1920 x 1080) IPS Monitor | AMD FreeSync Technology | Ultra-Thin | Edge-to-Edge | Zero-Frame | 1ms VRB | 75Hz | (HDMI & VGA ports)",151.85,4.7,15055,Excellent,5,0.0,True,9,0,1,2,1,0,2.2766666666666637,1
1958,B0098Y77OG,B0098Y77OG,"Acer G246HL Abd 24-Inch FHD 1080p Screen LED-Lit Monitor, Black",,4.5,1668,It's a really decent monitor for it's price.,4,0.0,True,25,2,3,4,2,0,2.152799999999999,0
1959,B008RM23ZI,B00BH5W848,"ViewSonic VX2370SMH-LED 23"" IPS 1080p Frameless LED Monitor HDMI, DVI, VGA",,4.3,1415,Easy to connect to Macbook Air,5,0.0,True,27,0,0,3,5,0,3.6544444444444437,1
1960,B07KXSR99Y,B09NYDJJRM,"Sceptre 24"" Curved 75Hz Gaming LED Monitor Full HD 1080P HDMI VGA Speakers, VESA Wall Mount Ready Metal Black 2019 (C248W-1920RN)",102.97,4.6,18100,Amazon Prime #1,4,0.0,True,47,2,1,10,3,0,1.48117021276596,0
1961,B01J4F6Y7Y,B08FVMTBVV,VIOTEK NB27C 27 Inch Curved Computer Monitor Full HD 1080p Large Widescreen Samsung Panel with HDMI DVI VGA for Desktop PC,,4.2,562,Five Stars,5,0.0,True,6,0,0,2,0,0,2.7650000000000006,1
1962,B01DHTWWTM,B01DHTWWTM,"Acer Gaming 3D Monitor 27” GN276HL bid 1920 x 1080 144Hz Refresh Rate 1ms Response Time (VGA, DVI & HDMI Ports)",,4.4,253,... used it with my PC and my PS4 works great with,5,0.0,True,14,3,1,3,1,0,0.03642857142857281,1
1963,B01CH9ZTI4,B01CH9ZTI4,LG 27UD68-P 27-Inch 4K UHD IPS Monitor with FreeSync,,4.2,405,No tilt on screen. Cords supplied to short.,1,,True,8,0,0,1,1,0,0.5874999999999986,1
1964,B01H0WJ8D0,B01H0WJ8D0,"Acer Display 19.5'' HD+, 60 Hz, 5 ms |S200HQLCBD (Certified Refurbished)",,4.2,10,Four Stars,4,0.0,True,4,0,0,1,1,0,3.120000000000001,0
1965,B08JB1NKN5,B08JB1NKN5,"GTEK Portable Monitor 15.8 Inch IPS Full HD 1920 x 1080P Screen with Speaker, Second Dual Computer Display, Wider Than 15.6 Inch, External Travel Monitor for MacBook Laptop PC, Includes Smart Cover",119.87,4.4,1648,Perfect,5,0.0,True,7,0,0,2,2,0,16.385714285714286,1
1966,B082GTFJB5,B089DDQ8HL,"Sceptre Curved 32-inch FHD 1080p Gaming Monitor up to 185Hz DisplayPort 165Hz 144Hz HDMI AMD FreeSync Build-in Speakers, Machine Black (C325B-185RD)",229.97,4.6,3720,HDMI Port already not working,3,0.0,True,30,0,0,5,1,0,10.997,0
1967,B012AQIEVI,B012AQIEVI,"Dell D2015HM 19.5"" Screen LED-Lit Monitor",,4.4,285,Nice Monitor Very Clear.,5,0.0,True,11,0,0,2,4,0,2.7290909090909103,1
1968,B015WCV70W,B015WCV70W,"HP Pavilion 22cwa 21.5-Inch Full HD 1080p IPS LED Monitor, Tilt, VGA and HDMI (T4Q59AA) - Black",89.99,4.6,13966,Awesome!,4,0.0,True,15,1,0,2,2,0,2.1080000000000005,0
1969,B00KDMMKD0,B00KDMMKD0,"Eizo FlexScan S2133-BK 21.3"" Square Format LCD Monitor 1600x1200",999.85,4.2,12,4:3 Got it? Good.,5,3.0,True,18,0,0,2,4,0,7.771666666666668,1
1970,B01BV1X9DG,B07529K5HF,"LG 32MP58HQ-P 32-Inch IPS Monitor with Screen Split, Black",,4.6,1380,Excellent graphics!,5,0.0,True,6,0,0,1,3,0,3.620000000000001,1
1971,B00G5AF1S0,B00G5AF1S0,"Acer T272HL bmjjz 27-Inch (1920 x 1080) Touch Screen Widescreen Monitor, Black",870.65,4.3,204,Great product and value.,5,0.0,True,4,0,0,0,1,0,4.120000000000001,1
1972,B008CBUVXK,B008CBUVXK,Hannspree HF255DPB 25-Inch Screen LCD Monitor,,4.0,5,great monitor,5,0.0,True,26,1,0,6,1,0,1.7433333333333323,1
1973,B098WKHM6S,B09946CRV6,"Duex Lite Mobile Pixels Portable Monitor for Laptops 12.5"" Full HD IPS Screen,USB C Mobile Monitor Extender,Plug and Play,Any Laptops Compatible (White)",,3.7,34,A superior option for extending your workspace,5,0.0,True,281,11,13,54,19,1,9.374240350396931,1
1974,B015WCV70W,B015WCV70W,"HP Pavilion 22cwa 21.5-Inch Full HD 1080p IPS LED Monitor, Tilt, VGA and HDMI (T4Q59AA) - Black",89.99,4.6,13966,Five Stars,5,0.0,True,5,0,0,1,0,0,10.271999999999998,1
1975,B002YECKCQ,B002YECKCQ,"28"" I-Inc IH282HPB Dual HDMI Blu-ray 1080p Widescreen LCD Monitor w/Speakers & HDCP Support (Black)",,3.0,45,Great Value - Minor Problem,4,2.0,True,154,7,11,33,14,0,4.895101010101008,0
1976,B00TXPMOWK,B00TXPMOWK,"Acer 24"" LED Widescreen Monitor | S240HL Abid (Certified Refurbished)",,3.4,27,"Worked great, couldn't attach the screen holder I purchased",4,0.0,True,10,1,0,4,0,0,6.649000000000001,0
1977,B01GE9QWJI,B07KMXCGLF,"ViewSonic VX2376-SMHD 23 Inch 1080p Widescreen IPS Monitor with Ultra-Thin Bezels, HDMI and DisplayPort",,4.4,153,Budget buy,4,0.0,True,36,0,1,3,3,0,6.942499999999999,0
1978,B08BF4CZSV,B08BF4CZSV,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),149.99,4.7,24404,great overall monitor,4,0.0,True,8,0,2,2,1,0,-5.300000000000001,0
1979,B013XFJKGI,B0C6G2BD65,"ASUS Zen Screen 15.6” 1080P Portable Monitor (MB166C) - Full HD, IPS, Type-C External Monitor, USB-Powered, Flicker Free, Anti-Glare Surface, Ultra Slim Travel Monitor For Laptop & Macbook",133.29,4.3,4555,"Decent enough monitor to work with, but the stand it comes with is horrible and almost unusable",3,1.0,True,151,4,8,25,9,0,7.103992431409651,0
1980,B00NWEA9XO,B00NWEA9XO,"Dell S2721H 27 Inch Full HD 1080p, AMD FreeSync IPS Ultra-Thin Bezel Monitor, Built-in Speakers, Silver, Black",169.99,4.7,406,Five Stars,5,0.0,True,4,0,0,0,1,0,-0.5899999999999999,1
1981,B08XJ14JTX,B08XJ14JTX,"Z-Edge UG32F 32-inch Curved Gaming Monitor 16:9 1920x1080 200Hz Frameless LED Gaming Monitor, AMD Freesync Premium Display Port HDMI Built-in Speakers",,4.2,160,Not good for anything but gaming,2,4.0,True,26,0,2,4,2,0,7.533076923076923,0
1982,B01LW54S4U,B01LW54S4U,LG 38UC99-W 38-Inch 21:9 Curved UltraWide QHD+ IPS Monitor with Bluetooth Speakers,,4.3,222,Good looking monitor with flaws in the LCD Panel quality control,3,1.0,False,125,8,1,18,9,1,6.31522,0
1983,B00G5AEZOQ,B00G5AEZOQ,Acer G6 G276HL Gbd 27-Inch Full HD Widescreen LCD Monitor (1920 x 1080) (VGA & DVI Ports),,4.4,954,Fantastic price! So glad I got this for my ...,5,0.0,True,40,2,3,8,6,0,2.41,1
